STT,Tên món,Giới thiệu,Loại món,Khẩu phần,Time Cooking,Nguyên liệu,Cách làm,Tags,Calories,Fat Amount,Fiber Amount,Sugar Amount,Protein Amount,Link Ảnh
1568,Bánh Chưng Cốm Đón Tết,"Bánh Chưng Cốm - món ngon ngày Tết rất được ưa chuộng. Cách làm bánh chưng cốm có màu xanh đậm, được gói rất cẩn thận không dùng khuôn nhưng vẫn đẹp mắt và chắc chắn. Nhân bánh chín béo bùi cùng độ dẻo của nếp và cốm thật hấp dẫn. Hãy trổ tài làm ngay món bán chưng cho dịp tết này nhé!",Món mặn,20 người,15,"Gạo nếp 2 Kg,  Cốm dẹp 1 Kg,  Thịt ba chỉ 800 Gr,  Đậu xanh không vỏ 800 Gr,  Muối 3.50 Muỗng cà phê,  Dầu ăn 7 Muỗng canh,  Tiêu 2 Muỗng cà phê,  Bột ngọt 1 Muỗng cà phê,  Lá dong 40 Lá","Cách làm bánh chưng: Vo sạch gạo nếp,  ngâm nếp ngập trong nước khoảng 4 tiếng đồng hồ rồi vớt ra để ráo. Sau đó trộn đều nếp với 1 muỗng cà phê muối,  1 muỗng cà phê dầu ăn.,  Ngâm đậu xanh ngâm nở rồi đem hấp chín,  tán nhuyễn. Sau đó trộn đều với 1.5 muỗng cà phê muối,  3 muỗng cà phê dầu ăn và 1 muỗng cà phê tiêu.,  Nhân bánh chưng thịt: Cắt thịt ba chỉ heo thành những miếng vừa,  ướp thịt với 1 muỗng cà phê muối,  1 muỗng cà phê tiêu,  1 muỗng cà phê bột ngọt và 3 muỗng canh dầu ăn trong khoảng 10-15 phút.,  Cách làm bánh chưng cốm: Chia mỗi nguyễn liệu đã chuẩn bị làm 10 phần đều nhau cho 10 cái bánh. Trộn mỗi phần gạo nếp với 100g cốm dẹp cho mỗi cái bánh.,  Làm bánh chưng cốm: Xếp 1 lá dọc,  1 lá ngang rồi đến 1 lá dọc. Theo thứ tự cho nếp,  đậu,  thịt rồi đậu và nếp lên lá.,  Gói bánh chưng cốm kín lại theo hình vuông. Dùng tay ấn và tạo khối cho ngay ngắn và buộc dây cho chặt.,  Nấu bánh chưng cốm khoảng từ 2.5-3 tiếng tính từ lúc nước sôi. Sau đó tắt bếp và để bánh trong nồi thêm 45 phút nữa là bánh chưng chín. Vớt bánh ra khỏi nồi,  rửa sạch,  đợi bánh nguội bớt là có thể dùng.",bánh chưng cốm đón tết,358,24,6,27,15,https://image.cooky.vn/recipe/g1/1824/s640/recipe1824-635888167020164048.jpg
1569,Rau Muống Ngâm Chua Ngọt Ngày Tết,"Rau Muống Ngâm Chua Ngọt - món ngon dễ làm, chống ngán cho bữa cơm ngày Tết. Cách làm món rau muống ngâm chua ngọt đơn giản, sợi rau muống ngâm giòn sưt, vị chua chua, ngọt ngọt hòa quyện kích thích vị giác, giảm cảm giác ngấy dầu mỡ rất hiệu quả. Lưu lại công thức để lúc rảnh làm ngay vài hũ rau muống ngâm chua, hấp dẫn này nhé.",Món mặn,4 người,45,"Rau muống 500 Gr,  Ớt sừng 1 Trái,  Tỏi 1 Củ,  Hành tím 3 Củ,  Cà rốt 1/2 Củ,  Đường trắng 100 Gr,  Muối 10 Gr,  Giấm 100 ml,  Nước 700 ml","Cách làm rau muống ngâm chua: Pha nước lạnh cùng với giấm,  đường,  khuấy đều cho đến khi hỗn hợp. Đổ hỗn hợp vào nồi đun sôi lên thì tắt bếp,  để thật nguội. Trong thời gian đợi nguội thì ta bắt đầu nhặt bỏ hết phần lá chỉ lấy phần cọng của rau muống,  để ráo nước rồi thái khúc.,  Sơ chế cà rốt: Đem gọt sạch vỏ cà rốt rồi tỉa thành hình hoa,  thái lát mỏng. Bóc sạch vỏ tỏi,  hành khô (hành tím) thái lát. Thái ớt sừng thành những thái lát mỏng.,  Đặt 1 nồi nước lên bếp đun sôi rồi cho 1 chút đường,  1 chút muối vào nồi,  đợi khi nước sôi thì cho rau muống vào chần sơ qua khoảng 10 giây thì vớt ra ngay. Ngâm rau vào tô nước đá lạnh để rau nguội nhanh hơn,  làm vậy rau sẽ giữ được màu xanh tươi và có độ giòn ngon hơn.,  Cách làm rau muống ngâm chua ngọt: Xếp rau muống vào hũ sạch,  xen kẽ tỏi,  hành khô,  ớt,  cà rốt. Đổ nước giấm đường đã nguội vào ngập rau muỗng để ngâm,  dùng đĩa sứ chèn lên trên cho rau ngập trong nước. Đặt vào ngăn mát tủ lạnh.",rau muống ngâm chua ngọt ngài tết,318,30,5,20,10,https://image.cooky.vn/recipe/g3/27125/s640/recipe-cover-r27125.png
1570,Thịt Gà Xào Lăn,"Thịt Gà Xào Lăn - món ăn ngon, hấp dẫn cho bữa cơm gia đình. Cách làm (cách nấu) gà xào lăn đơn giản, thịt xào dai bùi, nấm mèo giòn sựt, nước cốt dừa béo, cực thơm ngon. Khác với cách làm gà xào lăn thông thường, món gà xào lăn nước cốt dừa có vị béo ngậy, màu vàng sáng bóng, thơm thoảng hương nghệ rất đặc trưng.",Món mặn,2 người,35,"Thịt gà 200 Gr,  Nấm bào ngư 50 Gr,  Nấm mèo 50 Gr,  Hành tây 1 Củ,  Sữa tươi 50 ml,  Nước cốt dừa 50 ml,  Sả băm 1 Muỗng cà phê,  Hành tím băm 1 Muỗng cà phê,  Tỏi băm 1 Muỗng cà phê,  Dầu điều 1 Muỗng canh,  Hạt nêm 1.50 Muỗng cà phê,  Dầu ăn 2 Muỗng canh,  Miến 30 Gr,  Bột nghệ 1 Muỗng cà phê,  Muối 1/4 Muỗng cà phê,  Đường trắng 1 Muỗng cà phê,  Bột ngọt 1/3 Muỗng cà phê","Cách làm gà xào lăn: Rửa sạch thịt gà,  cắt khúc. Cắt múi cau hành tây. Ngâm nấm mèo khô vào nước nóng cho nở,  cắt sợi nhỏ. Miến ngâm trong nước lạnh cho mềm. Cho 2 muỗng canh dầu ăn vào chảo,  cho lần lượt hành tím,  tỏi,  sả băm vào phi thơm. Sau đó,  cho hành tây và thịt gà vào xào.,  Cách nấu gà xào lăn: Khi thịt gà săn lại cho hỗn hợp bột nghệ,  dầu điều,  sữa tươi vào. Đun sôi khoảng hai phút thì cho hạt nêm,  miến,  nấm mèo vào,  đảo đều cho gà xào lăn ngấm gia vị. Cuối cùng cho nấm bào ngư,  nước cốt dừa vào nồi thịt gà xào lăn. Nêm nếm gia vị rồi tắt bếp.,  Múc thịt gà xào lăn ra đĩa,  trang trí thêm xà lách,  hạt mè,  dọn ra mâm cơm,  dùng nóng. Món gà xào lăn ngon hơn khi ăn kèm với bánh mì nhé.",thịt gà xào lăn,572,30,9,25,33,https://image.cooky.vn/recipe/g3/28008/s640/recipe-cover-r28008.jpg
1571,Tỏi Ngâm Giấm Không Bị Xanh,"Cách ngâm tỏi giấm không xanh sẽ giúp hủ tỏi được đẹp hơn, người ăn cũng mạnh miệng hơn nữa. Tỏi ngâm giấm bị xanh là do tỏi còn non ngâm trong môi trường axit sẽ tác động đến các dược lý của tỏi. Với cách ngâm tỏi không bị xanh ""bất bại"" của mình chắc chắn các bạn sẽ có hủ tỏi ngon lành, giải ngán những ngày Tết.",Món mặn,4 người,45,"Tỏi 500 Gr,  Giấm 400 Gr,  Đường trắng 100 Gr,  Muối 1 Muỗng canh","Tỏi bóc bỏ vỏ,  có giữ cho những củ tỏi không bị nát nhé! Nên bạn phải tiến hành bóc mà không phải đập dập. Cho tỏi bóc vỏ vào ngâm trong nước muối loãng khoảng 15 phút để khi ngâm giấm tỏi vẫn trắng giòn. Sau đó rửa sạch,  để thật ráo nước. Thêm một cách làm tỏi ngâm giấm không bị xanh là sử dụng tỏi già nè.,  Trộn tỏi với đường,  để khoảng 10 phút rồi cho vào bình thủy tinh. Rót giấm vào ngâm khoảng 1 tuần là có thể dùng. Cách ngâm tỏi không bị xanh,  lại có những tép tỏi giòn giòn,  chua chua,  cay cay,  ăn kèm khi ăn bánh tét,  hoặc các món thịt nhiều dầu mỡ giúp chống ngán hiệu quả,  tăng cảm giác ngon miệng. Thử cách làm tỏi ngâm giấm không bị xanh này nhé,  vừa ngon vừa bảo đảm cho cả nhà.",tỏi ngâm giấm không bị xanh,559,28,6,21,35,https://image.cooky.vn/recipe/g3/27598/s640/recipe-cover-r27598.jpg
1572,Chân Giò Hầm Măng Khô,"Chân giò hầm măng khô hay giò heo hầm măng khô là món ngon không thể thiếu trong những ngày Tết ở miền Bắc đó. Nước dùng ngọt thanh cùng măng khô giòn sần sật, giải ngán cực tốt luôn. Cách nấu chân giò hầm măng khô cũng chẳng hề khó nữa, chỉ cần bỏ chút công sức là có một món ngon lành rồi.",Món mặn,4 người,25,"Chân gà 1 Cái,  Hành tím 3 Củ,  Măng khô 300 Gr,  Nước mắm 5 Muỗng canh,  Muối 1/2 Muỗng cà phê,  Tiêu 1 Muỗng cà phê,  Dầu ăn 2 Muỗng canh,  Hạt nêm 1 Muỗng cà phê,  Đường trắng 2 Muỗng cà phê,  Bột ngọt 1 Muỗng cà phê","Măng khô cần ngâm nước gạo 1 đêm cho măng nở,  vớt ra,  rửa sạch,  cho vào nước lạnh luộc 2-3 lần cho măng hết đắng. Khi thấy nước luộc trong là được,  vớt ra cho vào nước lạnh rửa sạch lại,  để ráo,  xé sợi nhỏ măng. Hành tím bóc vỏ,  cắt đôi. Chân giò cạo lông,  rửa sạch,  chặt miếng to ướp 2 muỗng canh nước mắm,  1/4 muỗng cà phê muối để 15 phút cho ngấm. Bắc nồi nước lên bếp,  nước sôi cho chân giò vào luộc cùng 1 muỗng canh nước mắm trong 5 phút,  vớt ra. Chân giò hầm măng khô muốn ngon các bạn nhớ rửa kỹ để không bị xương vụn nhé.,  Cách nấu chân giò hầm măng khô: Cho 2 muỗng canh dầu ăn vào chảo,  dầu nóng cho hành tím vào phi thơm,  cho giò heo vào xào săn,  thêm 1 lít nước,  2 muỗng canh nước mắm,  1 muỗng cà phê tiêu,  1/4 muỗng cà phê muối vào,  nấu lửa vừa trong 30 phút,  hớt bỏ bọt,  rút bớt lửa để sôi thêm 20 phút nữa. Thêm măng khô xé sợi vào hầm cùng,  châm thêm 2 chén nước,  để lửa nhỏ hầm thêm 30 phút nữa,  nêm nếm gia vị vừa ăn,  nấu đến khi chân giò và măng chín mềm,  thấm gia vị,  rút nước là được.,  Múc chân giò hầm măng khô ra tô và thưởng thức. Nếu không ăn hết bạn có thể cho vào hộp,  bảo quản trong ngăn đông,  khi ăn lấy ra hâm trở lại rất ngon. Chân giò hầm măng khô hay giò heo hầm măng khô rất thích hợp cho các bữa tiệc vây quần trong những buổi chiều Tết. Lưu lại cách nấu chân giò hầm măng khô để dành nhé.",chân giò hầm măng khô,317,13,9,13,8,https://image.cooky.vn/recipe/g3/26725/s640/recipe-cover-r26725.jpg
1573,Gà Xào Lá Chanh,"Gà Xào Lá Chanh là món ăn ngon khá phổ biến và đơn giản, hợp với những bữa cơm vội của các bà mẹ khi không có nhiều thời gian cho việc nấu nướng. Cách làm gà xào lá chanh đơn giản, thịt gà chín dai, bùi béo, ngấm đều gia vị, thơm hương tinh dầu lá chanh rất đặc trưng, kích thích vị giác và khiến bạn ăn ngon mê mẩn.",Món mặn,2 người,35,"Thịt gà 300 Gr,  Lá chanh 8 Lá,  Dầu ăn 2 Muỗng canh,  Nước mắm 1 Muỗng canh,  Hạt nêm 1 Muỗng cà phê,  Đường trắng 1 Muỗng cà phê,  Tiêu 1/2 Muỗng cà phê","Thịt gà xào lá chanh: Rửa sạch thịt gà,  chặt miếng vừa ăn. Lá chanh rửa sạch,  cắt sợi nhỏ rồi cho ra chén.,  Cách làm gà xào lá chanh: Đầu tiên,  cho thịt gà vào nồi nước,  luộc sơ qua. Sau đó,  vớt thịt gà ra,  xào với 2 muỗng canh dầu ăn khoảng 10 phút.,  Khi thịt gà xào săn lại thì cho lá chanh cùng gia vị nước mắm,  hạt nêm,  đường trắng,  tiêu vào. Đảo đều tay,  làm thịt gà xào lá chanh thêm 5 phút cho ngấm vị thì tắt bếp.,  Tắt bếp,  cho thịt gà xào lá chanh ra đĩa và dùng với cơm nóng. Cách làm gà xào lá chanh ngon với thịt gà xào mềm,  ngấm vị đậm đà,  thơm mùi lá chanh rất đặc biệt.",gà xào lá chanh,231,17,5,26,26,https://image.cooky.vn/recipe/g1/1623/s640/recipe1623-635678154750581111.jpg
1574,Gà Nướng Sa Tế,"Gà Nướng Sa Tế - món ăn ngon cực hấp dẫn cho các bữa tiệc gia đình. Cách làm gà nướng sa tế đơn giản, thịt gà ngấm đều gia vị ướp sa tế cay, thơm phức, béo ngậy mà không ngấy, ăn rất ngon miệng. Lưu lại cách ướp gà nướng sa tế ngon chuẩn sau đây đảm bảo món gà nướng làm ra sẽ ngon hết ý nhé.",Món mặn,6 người,50,"Ớt băm 1/2 Muỗng cà phê,  Hành tím băm 1/2 Muỗng cà phê,  Tỏi băm 1/2 Muỗng cà phê,  Dầu ăn 1 Muỗng canh,  Muối 1/2 Muỗng cà phê,  Đường trắng 1 Muỗng cà phê,  Hạt nêm 1/2 Muỗng cà phê,  Cánh gà 4 Cái,  Đùi gà 4 Cái","Cách làm gà nướng sa tế: Rửa sạch đùi gà,  cánh gà. Vì phần thịt đùi dày,  lấy mũi dao châm thành những lỗ nhỏ để dễ thấm khi ướp gia vị.,  Làm sa tế ướp thịt gà: cho 1 muỗng canh dầu ăn vào chảo,  thêm hành tím,  tỏi và ớt băm vào,  thêm 1/2 muỗng cà phê muối,  1/2 muỗng cà phê hạt nêm,  1 muỗng cà phê đường vào,  nấu sôi tắt bếp,  múc ra chén.,  Cách ướp gà nướng sa tế: Thịt gà rửa sạch cho lên đĩa,  ướp đều các mặt thịt với sốt sa tế. Để gà trong khoảng 2 giờ đồng hồ cho thấm gia vị.,  Gà nướng sa tế: Cho gà vào lò nướng và nướng ở nhiệt độ 250 độ C. Trong quá trình nướng,  nhớ trở đều tay để gà không bị cháy xém. Có thể phết thêm nước sốt ướp gà nướng cho đậm đà hơn.,  Món gà nướng sa tế có thể ăn kèm với muối tiêu chanh để món ăn ngon đậm đà hơn. Ăn kèm ít dưa leo,  rau sống sẽ giúp món gà nướng sa tế ít ngấy dầu mỡ hơn.",gà nướng sa tế,585,16,8,10,11,https://image.cooky.vn/recipe/g1/230/s640/recipe230-635717803651533456.jpg
1575,Gà Nấu Rượu Trắng,"Cách làm gà nấu rượu này sẽ làm gia đình bất ngờ vì tài vào bếp của bạn lắm đó. Gà nấu rượu hay gà hầm rượu là đặc sản nổi tiếng của Quảng Ninh nhờ hương vị thơm lừng, thịt gà mềm ngọt, nước dùng thanh, giải cảm rất tốt cho ngày lạnh. Tết này thử làm gà nấu rượu trắng để đãi cả nhà nhé, chắc chắn không làm bạn thất vọng đâu nè.",Món mặn,2 người,25,"Thịt gà 1/2 Con,  Rượu trắng 2 Muỗng canh,  Ớt băm 1 Muỗng cà phê,  Sả 1 Cây,  Hành tím băm 1 Muỗng cà phê,  Gừng băm 1 Muỗng cà phê,  Hạt nêm 1/2 Muỗng cà phê,  Nước mắm 1 Muỗng canh,  Dầu ăn 2 Muỗng canh,  Tiêu 1/2 Muỗng cà phê","Gà rửa sạch,  chặt miếng vừa ăn. Ướp gà với một nữa hành tím băm,  ớt băm,  sả băm nhỏ,  gừng tươi băm,  1 muỗng canh nước mắm,  1/2 muỗng cà phê hạt nêm,  1/2 muỗng cà phê tiêu để khoảng 15 phút cho gia vị ngấm đều. Cách làm gà nấu rượu ngon nên chọn con gà từ 800g~1kg thôi cho ngon nhé.,  Đổ dầu ăn vào nồi,  phi thơm số hành tím băm còn lại. Cho gà đã tẩm ướp vào đảo đều tới khi thịt gà săn lại.,  Sau đó,  cho thêm nước vào đun tiếp. Khi thấy nước gà sôi,  hớt phần váng mỡ và bọt nổi lên để gà hầm rượu không bị ngấy dầu mỡ nhé.,  Cho thêm rượu trắng vào nấu tới khi gà chín là được. Múc canh ra chén trang trí rau ngò,  canh gà tốt nhất là nên ăn nóng. Gà nấu rượu trắng này ngon nhất là được nấu với rượu Bâu nổi tiếng đó. Tết này thử cách làm gà nấu rượu đơn giản này nhé,  cả nhà sẽ có một bữa ngon lành đó.",gà nấu rượu trắng,426,28,10,21,5,https://image.cooky.vn/recipe/g2/14958/s640/recipe14958-635615764798020460.jpg
1576,Tự Làm Chả Bò Tại Nhà,"Cách Làm Chả Bò Tại Nhà có vị đậm và thơm hơn ngoài hàng, khi cắn một miếng sẽ cảm nhận ngay hương vị của thịt bò. Dọn chả bò ra đĩa cùng với vài tép tỏi tươi được cắt mỏng là trở thành ""mồi nhậu"" ngon lành luôn đó, các anh, các chú trong nhà sẽ rất thích luôn. Sẵn có cách làm chả lụa bò này các bạn thử làm ngay một đòn để dành nhé.",Món mặn,4 người,30,"Thịt bò 500 Gr,  Nước mắm 2 Muỗng canh,  Hạt tiêu 1 Muỗng canh,  Tỏi băm 3 Muỗng cà phê,  Đường trắng 1.50 Muỗng cà phê,  Bột năng 2 Muỗng cà phê,  Lá chuối 1 Lá","Trộn đều thịt bò xay với 2 muỗng canh nước mắm,  1.5 muỗng cà phê đường,  1 muỗng canh tiêu đập dập và 3 muỗng cà phê tỏi băm. Cách làm chả lụa bò ngon nên chọn thịt có một chút mỡ cho ngon nhé.,  Cho thịt bò đã trộn gia vị vào túi ni lông,  dàn đều thịt và cho vào ngăn đông của tủ lạnh khoảng 1 tiếng rưỡi đồng hồ.,  Sau đó đem thịt đi xay vừa xay vừa thêm ít nước lọc. Tổng lượt nước thêm là 1.5 muỗng canh. Xay trong 1-2 phút. Cứ xay khoảng 10-15 giây thì cho máy nghỉ khoảng 2 giây. Cho vào ngăn đông tủ lạnh khoảng 1 tiếng đổng hồ. Sau đó tiến hành xay thịt với 2 muỗng cà phê bột năng,  1 muỗng cà phê bột nở và xay như cách cũ.,  Cách làm chả bò ngon: Dùng máy trộn chân quay dẹp quết hỗn hợp thịt trong 5 phút ở tốc độ thấp số 2. Thi thoảng dùng muỗng vét đều ở thành tô thịt.,  Cho hỗn hợp vào màng bộc thực phẩm,  dùng tay ấn vào tạo thành khối trụ dài. Quết đều dầu ăn lên miếng lá chuối rồi cho khối thịt vào và gói kín lại. Dùng giấy bạc bọc kín bên ngoài và thêm dây buộc ngoài cùng cho chắc chắn.,  Đem chả đi hấp khoảng 30-40 phút là được. Bày trí đẹp mắt và thưởng thức. Miếng chả bó có độ dai vừa phải trông thật hấp dẫn. Có cách làm chả lụa bò này Tết không cần phải đi mua nữa,  vừa ngon lành vừa bảo đảm an toàn cho cả gia đình.",tự làm chả bò tại nhà,430,15,10,16,19,https://image.cooky.vn/recipe/g2/16522/s640/recipe16522-635889938776271973.jpg
1577,Làm Chả Lụa Tại Nhà,"Chả Lụa - món ăn ngon phổ biến trong ngày Tết. Những ngày cuối năm, càng nhiều người có ý định học cách làm chả lụa tại nhà hơn là phải mua ngoài tiệm để chuẩn bị món ngon cho mâm cỗ cúng Tết. Tự tay làm chả lụa không chỉ ăn ngon mà còn khỏi lo ngại các vấn đề vệ sinh an toàn thực phẩm, loại trừ các sản phẩm chả lụa phẩm màu, hóa chất bảo quản...",Món mặn,6 người,25,"Thịt heo 1 Kg,  Nước mắm 40 ml,  Muối 1 Muỗng cà phê,  Bột năng 30 Gr,  Bột nở (baking powder) 5 Gr,  Đường trắng 10 Gr,  Lá chuối 5 Lá","Cách làm chả lụa (giò lụa): Rửa sạch thịt heo (thịt lợn),  cắt nhỏ,  ướp thịt heo với 40ml nước mắm,  1 muỗng cà phê muối,  5g bột nở,  10g đường,  30g bột năng rồi cho vào ngăn đá khoảng 2 giờ.,  Dùng máy xay nhuyễn thịt đã ướp qua một lượt rồi đậy kín bằng màng bọc thực phẩm,  cho lại vào ngăn đá 2 tiếng nữa.,  Sau đó tiếp tục đưa thịt ra xay,  vừa xay vừa cho thêm chút nước. Lúc này sẽ có được hỗn hợp “giò sống” dậy mùi thơm và rất mịn.,  Cách làm chả lụa tại nhà: Rửa sạch lá chuối,  chần qua nước sôi cho dịu để dễ gói rồi lau sạch. Đặt dây lạt ở dưới,  trải 4,  5 lớp lá chuối lên trên. Sau đó,  cho “giò sống” lên dàn đều để gói. Cuộn tròn giò lụa thành hình ống dài,  sau đó gấp một đầu,  dồn “giò sống” xuống rồi gập nốt đầu kia và lấy dây lạt cột lại như gói bánh.,  Cho chả lụa - giò lụa vào nồi và luộc trong khoảng 40-50 phút. Sau đó vớt giò ra,  thả xuống đất,  nếu giò lụa có độ đàn hồi là đã chín.,  Treo chả lụa - giò lụa lên cao và để ráo nước là đã có thể dùng được. Khi ăn cắt chả lụa thành từng miếng theo kích cỡ và hình dáng tùy thích nhé. Món chả lụa này chấm muối tiêu là ngon nhất,  hoặc ăn kèm với củ kiệu chua chua rất tuyệt vời.",làm chả lụa tại nhà,377,19,6,22,36,https://image.cooky.vn/recipe/g1/467/s640/recipe467-635809305862789338.jpg
1578,Ếch Chiên Nước Mắm,"Ếch chiên nước mắm mềm ngọt, thơm ngon là một món ăn với cách chế biến đơn giản nhưng được rất nhiều người yêu thích. Hương vị của ếch khi kết hợp cùng gia vị trong món này sẽ tạo ra một món ăn vô cùng hấp dẫn. Nếu bạn chưa thử lần nào thì còn ngại gì mà không xắn tay lên, vào bếp cùng Cooky?",Món mặn,4 người,45,"Thịt ếch 500 Gr,  Hành tây 50 Gr,  Hành lá 15 Gr,  Tỏi băm 10 Gr,  Hành tím băm 10 Gr,  Ớt băm 10 Gr,  Nước mắm 2 Muỗng canh,  Đường trắng 3 Muỗng canh","Bắc chảo dầu nóng,  cho thịt ếch đã làm sạch,  cắt miếng vừa ăn vào chiên đến khi vàng thì vớt ra.,  Phi thơm 10gr tỏi băm,  rồi cho 2 muỗng canh nước mắm,  3 muỗng canh đường,  10gr ớt băm vào nấu đến khi hơi sệt lại thì cho ếch vào đảo nhanh tay.,  Khi thịt ếch đã áo nước mắm thì cho hành tây vào đảo nhanh rồi cho hành lá cắt khúc vào đảo thêm 2 phút rồi tắt bếp.,  Vậy là đã hoàn thành món ếch chiên nước mắm rồi đấy. Đơn giản phải không nào? Đây có thể là món ăn nhậu hay đơn giản là một món ăn mặn,  giúp bữa ăn gia đình bạn trở nên phong phú hơn. Bạn nhớ nhanh tay lưu lại công thức này rồi thực hiện nhé!",ếch chiên nước mắm,443,33,7,23,25,https://image.cooky.vn/recipe/g6/50042/s640/cooky-recipe-cover-r50042.jpg
1579,Bánh Bèo Chén Miền Trung,"Cách làm bánh bèo chén ngon lành, là đặc sản của người dân miền Trung. Không cần phần phải đi xa mới có thể thưởng thức vị bánh bèo miền Trung chính gốc. Với cách làm bánh bèo đơn giản từ Cooky, bạn có thể tự tay làm những chén bánh bèo nóng hổi với sốt tôm thịt băm thơm lừng, đậm đà hương vị miền Trung ngay tại nhà nhé.",Món mặn,5 người,40,"Bột gạo 250 Gr,  Bột năng 10 Gr,  Muối 1 Muỗng cà phê,  Nước 350 ml,  Thịt heo xay 200 Gr,  Tôm tươi 200 Gr,  Hạt nêm 1 Muỗng canh,  Đường trắng 1 Muỗng canh,  Hành tím băm 1 Muỗng canh,  Hành tây 10 Gr,  Tiêu 1 Muỗng cà phê,  Nước mắm 1 Muỗng cà phê,  Nước 200 ml,  Bột năng pha loãng 10 ml,  Hành lá 10 Gr,  Nước sôi 300 ml","Cách trộn bột bánh bèo miền Trung ngon chuẩn: Trộn đều 250gr bột gạo,  10gr bột năng và 1 muỗng cà phê muối. Cho 300ml nước vào,  khuấy đều tay đến khi bột không còn vón cục và tan hoàn toàn. Đậy kín và để bột nghỉ 30 phút đến 1 tiếng,  cách làm bánh bèo chén như vậy làm sẽ bánh sẽ dai và ngon hơn.,  Cách làm nhân bánh bèo chén: Tôm và thịt mỗi loại 200gr ướp cùng với 1 muỗng cà phê hạt nêm và 1 muỗng cà phê đường. Ướp trong 20 phút cho thấm gia vị.,  Xào nhân bánh bèo: Bắc chảo lên bếp,  cho dầu ăn và hành tím băm vào phi vàng cho thơm,  sau đó cho thịt và tôm đã ướp vào đảo cho săn lại. Cho 10gr hành tây băm nhuyễn vào đảo đều với tôm thịt,  nêm gia vị một ít tiêu,  nước mắm cho đậm vị rồi cho vào chảo 200ml nước đảo đều đến khi sôi. Cách làm bánh bèo chén ngon là chọn được con tôm sông ngọt lành,  đừng chọn tôm biển nhé.,  Khi sốt tôm thịt bắt đầu sôi cho vào chảo 1 muỗng cà phê màu gạch tôm để tạo màu đẹp mắt cho nhân bánh bèo. Cuối cùng cho vào nước bột bắp hay bột năng pha loãng vào đảo đều đến khi hỗn hợp nhân bánh bèo sệt là được. Rắc hành lá rồi tắt bếp. Cách làm bánh bèo chén đẹp mắt là ở đây đó.,  Nấu nước mắm bánh bèo miền Trung: Nước mắm chan bánh bèo cũng đặc biệt hơn các nước chấm khác vì lấy nước dừa tươi để nấu nhằm tạo vị ngọt thơm. Cho vào chảo 400ml nước dừa tươi,  50ml nước mắm và 50gr đường rồi nấu đến khi sôi. Khi ăn cho vài lát ớt tươi vào cùng.,  Bột bánh bèo sau khi ủ cho thêm 300ml nước sôi vào. Khuấy bột bánh bèo đều lên rồi múc bột cho vào chén đã thoa chút dầu ăn và hấp bánh trong khoảng 8 phút đến khi bột chuyển sang màu trắng trong là bánh chín. Nhớ thoa dầu vào chén trước khi đổ bánh để có thể lấy bánh ra dễ dàng sau khi hấp nhé.,  Bánh bèo chén hấp chín,  nhân bánh cũng đã chuẩn bị xong,  nước mắm cũng đã hoàn thành. Giờ chỉ việc múc nhân tôm thịt lên trên mặt bánh bèo rồi dọn cùng bát nước chấm là có thể thưởng thức được rồi. Cuối tuần các bạn nhất định phải thử cách làm bánh bèo chén miền Trung này để đãi cả nhà nhé!!",bánh bèo chén miền trung,386,15,6,11,28,https://image.cooky.vn/recipe/g5/40654/s640/cooky-recipe-cover-r40654.jpg
