food_id,dish_name,description,dish_type,serving_size,cooking_time,ingredients,cooking_method,dish_tags,calories,fat,fiber,sugar,protein,image_link,nutrient_content
19,Cháo hàu sữa đậu xanh,"Hàu sữa vốn có giá trị dinh dưỡng cao phù hợp cho cả trẻ em lẫn người lớn. Vậy nên càng tuyệt hơn khi trong những ngày mát trời cuối tuần, cả nhà cùng quây quần bên nồi cháo ấm thơm lừng mùi hàu tươi và hành ngò, sóng sánh múc từng muỗng hào ngọt thanh, hoà hợp.",Món mặn,4 người,25,"Gạo thơm 100g, Gạo nếp 20g, Đậu xanh hạt còn vỏ 30g, Thịt hàu sữa 300g, Chanh, ớt, hành phi, Nước dùng 2 lít, Hành lá, ngò rí, rau răm, Hành tím băm, tỏi băm, gừng băm, Muối, tiêu, đường, nước mắm, dầu ăn, Bột ngọt AJI-NO-MOTO","Đặt 2 lít nước dùng lên bếp. Cho 2 củ hành nướng vào, đợi nước sôi trở lại thì bớt lửa. Cho gạo và đậu xanh vào nấu, đế khi gạo và đậu xanh nở mềm. Nêm 1 muỗng đường, 1 muỗng bột ngọt AJI-NO-MOTO, 1/2 muỗng muối vào, khuấy đều. Đun nóng dầu, cho hào xào chín thơm, rồi trút vào nồi cháo, tắt lửa, nêm thêm 1 muỗng nước mắm, cho hành ngò, rau răm vào.","cháo, hàu, món cháo, món cháo ngon, món cháo ngon dễ nấu, món ngon từ hàu",384,31,5,10,9,https://monngonmoingay.com/wp-content/uploads/2016/12/chao-540.png,"384, 31, 5, 10, 9"
20,Lươn nướng lá dứa,"Thỉnh thoảng hãy thêm thịt lươn vào thực đơn cho cả nhà, bởi thịt lươn rất bổ dưỡng và ngon miệng. Với công thức này, thịt lươn ngọt thanh chín săn được ướp nghệ kết hợp cùng thịt xông khói được cuốn bằng lá dứa thơm lừng sẽ cho ra những cuốn lươn tuyệt vời khó cưỡng đến kỳ lạ. Món ăn chấm cùng mắm me, tăng phần hấp dẫn hơn nữa Thử ngay nhé",Món mặn,4 người,50,"Lươn lọc xương 300g, Ba rọi xông khói 100g, Nghệ băm 1 muỗng, Nước nghệ 1 muỗng, Hành tỏi băm 1 muỗng, Lá dứa 2 cây, Tỏi, sả, ớt băm 1 muỗng, Nước me 1.5 muỗng, Tiêu, đường, nước mắm, dầu hào, dầu ăn, Hạt nêm Aji-ngon Heo, Bột ngọt AJI-NO-MOTO","Cho lươn vào lò nướng ở 250C trong vòng 30-45 phút. Nước mắm me: phi thơm tỏi, sả, ớt xay, thêm 1 muỗng nước mắm, 1 muỗng nước, 1.5 muỗng nước me, 2 muỗng đường, đun sôi với lửa vừa, tắt lửa.","lươn, món nướng",584,37,7,16,38,https://monngonmoingay.com/wp-content/uploads/2016/03/luonnuongladua540-e1458919538725.jpg,"584, 37, 7, 16, 38"
21,Rau củ kho mía,"Ai bảo chỉ toàn rau củ thì không đủ dinh dưỡng và kém hấp dẫn Bí quyết chiên sơ rau củ một lần sẽ giúp món ăn thuần thiên nhiên của bạn đậm đà hơn mà vẫn giữ nguyên màu sắc tươi ngon, hòa quyện cùng vị ngọt đặc trưng của mía.",Món mặn,4 người,50,"Cha lua chay 100g, Cà rốt 50g, Cải chua 70g, Cà tím 50g, Mía lau 50g, Khoai tây 50g, Bắp cải tròn 80g, Ớt sừng 1/2 trái, Hành poaro 30g, Đường, muối, ngu vị hương, Dầu ăn, nước dừa tươi, nước màu dừa, Nước tương Phú Sĩ, Hạt nêm Aji-ngon Nấm","Bắt chảo dầu và chiên sơ cà rốt, khoai tây, cà tím Bắt chảo với 2 muỗng dầu ăn, phi thơm hành boaro, cho mía vào lót bên dưới cùng với ớt sừng, thêm 150 muỗngl nước dừa vào, nêm 1/2 muỗng nước màu dừa, 1/4 muỗng bột ngu vị hương, 1/4 muỗng muối, 1 muỗng hạt nêm Aji-ngon Nấm hương và Hạt sen, 1 muỗng đường, 3 muỗng nước tương Phu Si, rồi cho toàn bộ rau củ vào kho khoảng 15 phút với lửa vừa, xốt trong chảo sánh cạn thì tắt lửa.","mia, món kho, rau củ, rau cu kho mía",286,22,3,22,9,https://monngonmoingay.com/wp-content/uploads/2017/09/rau-cu-kho-mia-500.jpg,"286, 22, 3, 22, 9"
22,Lươn kho củ nén,"Từng miếng lươn thấm đều gia vị, mềm, ngon, ngọt thịt. Giở nắp đậy là mùi thơm đã sực nức. Đến nước kho cũng thật đậm đà, ăn với cơm trắng là chuẩn bài. Tưởng tượng là muốn ăn liền rồi",Món mặn,4 người,50,"Lươn 1 con 350g, Củ nén đập dập 30g, Củ cải trắng 200g, Nước dừa tươi 1 chén, Ớt sừng 1 quả, Ớt hiểm 2 quả, Hành tỏi băm 1 muỗng, RAU NÊM: Ngò gai, ĂN KÈM: Cơm, dưa giá ngâm chua, Gia vị: Muối, đường, tiêu, nước mắm, nước màu, dầu điều, dầu ăn, Hạt nêm Aji-ngon Heo","Sử dụng nồi hoặc chảo nhỏ chống dính để kho lươn, cho nồi lươn lên bếp, bật lửa kho cho lươn săn lại, thêm củ cải trắng, ớt hiểm vào rồi cho nước dừa ngập nguyên liệu, kho với lửa vừa, thỉnh thoảng đảo lươn cho chín đều, kho đến khi nước sánh sệt. Tắt lửa, rắc ớt sừng và ngò gai vào, đảo đều.","củ nén, lươn, lươn kho, món lươn dễ làm",410,38,6,24,9,https://monngonmoingay.com/wp-content/uploads/2018/09/luon-kho-cu-nen-500-min.jpg,"410, 38, 6, 24, 9"
23,Thịt bê xào cải rổ,"Cải rổ xanh xào với thịt bê mềm là món ăn vừa dễ chuẩn bị vừa dễ thực hiện. Chỉ cần vài thao tác chuẩn bị đơn giản và 5 phút chế biến, gia đình bạn sẽ có ngay món ăn bổ dưỡng với rau củ còn giữ nguyên độ giòn ngọt, thịt bê mềm chín tới và thơm mùi nước sốt đặc trưng của Món Ngon Mỗi Ngày.",Món mặn,4 người,45,"Thịt bê phi lê 300g, Cọng cải rổ 250g, Cà rốt 1/3 củ, Hành tây 1/3 củ, Tỏi tép đập dập 1 củ, Hành ngò, tỏi băm, Dầu hào, dầu ăn, Tương ớt bắc, đường, mù tạt vàng, Nước tương Phú Sĩ, Hạt nêm Aji-ngon Heo","Đun nóng dầu, cho 1/2 tỏi đập dập vào chiên vàng rồi cho rau vào xào cùng, nêm vào rau 1/2 lượng xốt còn lại, sau đó đổ rau ra dĩa để riêng. Cho tiếp thịt bê vào xào, thêm hành tây và 1/2 tỏi băm còn lại vào xào chung. Cuối cùng cho các rau củ vào trộn đều, rắc thêm hành ngò và tiêu.","cải rổ, món xào, thịt bê, thịt bê xào cải rổ",548,37,8,11,11,https://monngonmoingay.com/wp-content/uploads/2016/09/239-ThitBeXaoCaiRo-540-360.jpg,"548, 37, 8, 11, 11"
24,Gỏi mít thịt ba chỉ,"Các mẹ ơi, sắp cuối tuần rồi, làm món gì lạ miệng chút đi. Mit non bùi bùi quyện với thịt ba chỉ thấm vị, đã găp la không dưng đua",Món mặn,4 người,35,"Mit non luôc 300g, Thit ba roi 200g, Rau răm 20g, Hanh tây 1/2 cu, Ơt sưng 2 qua, Chanh 1 qua, Đâu phộng rang gia bê 50g, Toi xay 2 muỗng, ĂN KÈM: banh trang me nương, Gia vị: dâu ăn, đường, nươc măm, Bột ngọt AJI-NO-MOTO, Giấm gạo lên men Ajinomoto","Pha nươc măm: nâu tan 4 muỗng đương, 4 muỗng nươc măm, 8 muỗng nươc, 2 muỗng giâm gạo lên len, 2 muỗng bôt ngot AJI-NO-MOTO đê nguôi. Thêm 2 muỗng toi băm, 2 muỗng ơt băm, 2 muỗng tep chanh. Phi thơm toi, cho thit va mit vao xôc nhanh, tăt lưa cho 1/2 nươc măm trộn gỏi vô đao đêu, đê nguôi. Cho tiêp hanh tây, ơt sơi, rau răm, 1/2 lượng đậu phộng rang, trộn đều.","gỏi mít, mit non, món gỏi dễ làm, món gỏi ngon, thịt ba chỉ",401,15,4,29,36,https://monngonmoingay.com/wp-content/uploads/2018/10/goi-mit-thit-ba-chi500.jpg,"401, 15, 4, 29, 36"
25,Lẩu ốc thả,"Mang chút hương vị Hà Nội về nhà với món Lẩu ốc thả đậm đà, thơm ngon. Các loại rau xanh mát chín vừa trong nước lẩu ngọt chua, cay thanh tao và thơm mùi sả cùng những viên ốc chín giòn, ngọt thịt sẽ khiến cả nhà bạn không thể dừng ăn. Công thức được cách tân khá đơn giản để bạn tiết kiệm thời gian nấu và dễ dàng trổ tài cho cả nhà cũng thưởng thức.",Món mặn,4 người,35,"Thịt ốc bưu 100g, Giò sống 150g, Nghêu 1kg, Sả cây 6 cây, Cà chua 2 quả, Lá chanh 5 lá, Hành tím 2 củ, Hành tỏi băm, sả băm, gừng băm, ớt hiểm, Rau om, ngò gai, Rau ăn lẩu: rau muống cọng, hoa chuối bào, kèo nèo, nấm kim châm, bún, Đường, muối, tiêu, nước mắm, dầu ăn, Bột ngọt AJI-NO-MOTO, Hạt nêm Aji-ngon Heo, Giấm gạo lên men Ajinomoto","Trộn đều thịt ốc, giò sống với 1 muỗng hành tỏi băm, 1 muỗng sả băm, 1/2 muỗng gừng băm, 1/2 trái ớt hiểm băm, 1/2 muỗng hạt nêm Aji-ngon, ít tiêu. Vo viên chả ốc, dùng cây sả xiên vào giữa. Phi thơm hành tím cắt lát với dầu ăn, cho cà chua vào xào với 1/2 muỗng muối và 1/2 muỗng đường, cho 1.5 lít nước vào nấu sôi, nêm 1 muỗng muối, 1 muỗng hạt nêm Aji-ngon, 2 muỗng bột ngọt AJI-NO-MOTO, 2 muỗng đường, 2 muỗng nước mắm, 5 muỗng Giấm gạo lên men LISA, ớt hiểm và sả cây đập dập. Nếm vị vừa ăn, cho rau nêm vào rồi tắt lửa.","món lẩu, ốc",368,36,10,24,9,https://monngonmoingay.com/wp-content/uploads/2016/04/CQC1901_LauOcTha540-e1459465134603.jpg,"368, 36, 10, 24, 9"
26,Canh thơm cá ngừ,"Thịt cá ngừ béo béo chín săn, ngọt bùi cùng với thơm, cà chua, sả ớt tạo nên một món Canh thơm cá ngừ cực kỳ đơn giản mà lại đậm đà bắt cơm. Sự kết hợp hài hòa của cả ba vị chua mặn ngọt trong cùng một món canh chính là bí quyết đặc trưng của món này. Đừng chần chừ, hãy bắt tay ngay vào bếp để cùng thực hiện ngay với Món Ngon Mỗi Ngày nhé",Món mặn,4 người,20,"Cá ngừ 400g, Thơm 1/4 trái, Cà chua 2 trái, Bắp chuối bào 100g, Sả cây, ớt hiểm, ớt bột, Hành tỏi băm, hành lá, Đường, muối, nước mắm, dầu điều, dầu ăn, Hạt nêm Aji-ngon Heo","Đun nóng dầu điều, cho sả cây vào xào thơm, rồi cho hành tỏi băm vào xào hơi vàng, cho tiếp cá vào xóc đều, tắt lửa. Đun sôi 1.2 lít nước, cho cá vào, nấu sôi 4 phút, rồi thêm cà chua và thơm vào, nêm 1/2 muỗng hạt nêm Aji-ngon, 1/2 muỗng đường và 1 muỗng muối, khuấy đều, cuối cùng cho bắp chuối vào, tắt lửa, nêm thêm 1 muỗng nước mắm, rắc hành lá lên.","cá ngừ, canh thơm cá ngừ, món canh",503,18,5,15,34,https://monngonmoingay.com/wp-content/uploads/2016/06/36_CQC3888_CanhThomCaNgu-540-360.jpg,"503, 18, 5, 15, 34"
27,Tôm kho tàu,"Cùng vói thịt kho tàu thì món tôm kho tàu là món đặc trưng của Nam bộ, được kho bằng nước dừa tạo nên vị ngọt, vị thơm đặc trưng của món ăn, mà người miền Nam hay gọi là kho tàu",Món mặn,4 người,50,"Tôm càng sống: 500g, Dừa tươi: 1 trai, Chanh, hành lá, tỏi băm, Dầu ăn, dầu điều, Đường, muối, tiêu, nước mắm, Hạt nêm Aji-ngon Heo","Cho tôm vào nồi kho cho tôm hơi săn lại. Thêm nước dừa vào, trở đều cho tôm thấm gia vị va thêm 1/2 muỗng dâu điêu cho mon ăn thêm hâp dân. Kho lửa nhỏ đến khi nước hơi sánh lại là được. Thêm 1/2 muỗng tiêu va hanh la vao rôi tăt lưa./p","món kho, tôm kho",380,31,4,20,21,https://monngonmoingay.com/wp-content/uploads/2015/08/tomkhotau1.png,"380, 31, 4, 20, 21"
28,Canh gà hạt lựu,"Tô canh bắt mắt với màu cam cà rốt, màu bắp vàng óng, xen lẫn đậu petit pois xanh non, cùng vị thơm ngọt từ gà thấm gia vị đậm đà, là món ngon mà chắc hẳn cả nhà ai cũng sẽ thích mê. Món canh đơn giản với hương vị thanh thoát nhưng lại rất cân bằng về dinh dưỡng nhé",Món mặn,4 người,20,"Gà ta 1/2 con 250g, Bắp non 100g, Đậu petit pois 50g, Cà rốt 1/2 củ, Hạt sen 50g, Tiêu, muối, dầu ăn, Bột ngọt AJI-NO-MOTO","Cho xương gà và hành củ nướng vào 1.5 lít nước. Nấu 30 phút, vớt xương gà và hành tím ra. Nêm 1/2 muỗng muối, 1/2 muỗng bột ngọt AJI-NO-MOTO, khuấy tan. Thêm cà rốt, bắp non, hạt sen, đậu petit pois và thịt gà vào nấu tiếp khoảng 10-12 phút đến chín, nếm vị vừa ăn, tắt lửa.",Nghệ thuật nấu ăn ngon gia đình,218,31,8,16,39,https://monngonmoingay.com/wp-content/uploads/2016/11/Canh-ga-540.png,"218, 31, 8, 16, 39"
29,Mì ý xốt nấm,"Là món ăn ngon, trong đó mùi thơm của thịt hun khói quyện với vị chua béo hài hòa của xốt Mayonnaise và vị ngọt của các loại nấm tạo hương vị rất lạ miệng, chứa đầy đủ thành phần dinh dưỡng cho cơ thể, lại rất dễ làm. Dầu oliu: Có 1 loai dùng để chiên, 1 loại ép lạnh để ăn cùng salad.",Món mặn,4 người,35,"Mì Ý: 80g, Ba rọi xông khói: 60g, Nấm đông cô tươi, nấm kim châm, nấm rơm: 200g, Đậu hà lan: 50g, Ngò rí: 4 nhánh, Rượu vang trắng: 1 muỗng, Tỏi băm nhuyễn, ớt cắt sợi, Dầu OLIU, tiêu xay, Nước tương Phú Sĩ, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản, Hạt nêm Aji-ngon Heo","Phi thơm tỏi với dầu oliu, cho ba rọi xông khói vào xào cho săn, cho tiếp các loại nấm vào, cho tiếp 2 muỗng rượu vào nấu lại cho chín. Cho tiếp đậu hà lan, hỗn hợp xốt Mayonnaise Aji-mayo vào xào cùng 2 muỗng nước luộc mỳ ý, cho mì Ý vào xào thấm, tắt lửa.","mì ý, mon mi, món ngon từ nấm",333,36,6,10,18,https://monngonmoingay.com/wp-content/uploads/2015/08/mi-y-xot-nam-880.jpg,"333, 36, 6, 10, 18"
30,Súp óc heo tóc tiên,"Một gợi ý món ngon dinh dưỡng cho cả nhà với sự kết hợp từ óc heo, tóc tiên, nấm kim châm, trứng bắc thảo.của đầu bếp Món Ngon Mỗi Ngày. Thử ngay",Món mặn,4 người,45,"Óc heo 1 cái, Tóc tiên 2 nhúm nhỏ, Nấm kim châm 80g, Trứng gà 1 quả, Trứng bắc thảo 1 quả, Nước dùng gà 1 lít, Gừng 1 củ nhỏ, Cà rốt cắt sợi 2 muỗng, Bột năng, RAU NÊM: Ngò rí, ĂN KÈM: Trứng bắc thảo, Gia vị: Đường, tiêu, bột năng, dầu mè đen, Bột ngọt AJI-NO-MOTO, Nước tương Phú Sĩ, Hạt nêm Aji-ngon Heo","Nấu sôi nước dùng gà, cho nấm kim châm và cà rốt, nêm 2 muỗng Hạt nêm Aji-ngon Heo, 1 muỗng đường, 1 muỗng Bột ngọt AJI-NO-MOTO, thêm trứng gà đánh tan tạo vân cho bột năng vào tạo độ sánh, cho tóc tiên vào sau cùng, khuấy đều , tắt lửa, rắc ngò và tiêu.","óc heo, súp óc heo",218,33,9,29,35,https://monngonmoingay.com/wp-content/uploads/2020/08/sup-oc-heo-toc-tien-880.webp,"218, 33, 9, 29, 35"
31,Cá tai tượng chiên xốt sambal,"Xốt Sambal là loại đặc trưng của Indonesia với vị cay nồng đậm đà, dậy vị món ăn vô cùng hấp dẫn. Để làm món cá tai tượng chiên thêm hoàn hảo, hãy thử kết hợp với xốt Sambal như gợi ý của Món Ngon Mỗi Ngày nhé",Món mặn,4 người,25,"Cá tai tượng 1 con cỡ 1kg, Xốt ớt sambal 2 muỗng, Hành tím băm 2 muỗng, Tỏi băm 1 muỗng, Gừng băm 1 muỗng, Cà chua băm 4 muỗng, Tôm khô 1 muỗng, Ngò rí 2 muỗng, Tắc 2 quả, Gia vị: dầu ăn, nước mắm, muối, đường, Bột ngọt AJI-NO-MOTO, Gia vị nêm sẵn Aji-Quick Bột tẩm khô chiên giòn","Phi thơm hành, gừng và tỏi, xào trong tôm khô, cho tiếp cà chua vào xào ráo. Thêm ớt sambal nêm 1 muỗng đường, 1 muỗng Bột ngọt AJI-NO-MOTO, 1 muỗng nước mắm nấu tan sệt, 1/2 chén nước, để nguội thêm ngò rí vào trộn đều. Đun nóng dầu, tẩm Gia vị nêm sẵn Aji-Quick Bột Tẩm Khô Chiên Giòn ngoài và trong bụng cá chiên ngập dầu đến khi cá chín. Vớt ra để ráo dầu.","cá chiên, cá chiên xốt, cá tai tượng",381,13,7,22,36,https://monngonmoingay.com/wp-content/uploads/2020/07/ca-tai-tuong-chien-xot-sambal-880.webp,"381, 13, 7, 22, 36"
32,Giò heo hon,"Món giò heo hon đậm đà ngọt nước dùng, thơm thơm mùi quế, tai vị. Cách nấu thịt giò heo vừa chín tới, không chín rục, da heo sần sựt ăn là nghiền.",Món mặn,4 người,30,"Giò heo trước căt khoanh: 1/2 cái, Cơm dừa nước: 200g, Nước dừa nước hoặc xiêm: 0,5 lít, Quế cây: 1 cây 6cm, Tai vị: 1/2 tai, Mè trắng rang: 1 muỗng, Lê trái: 1 trái, Tỏi lột vỏ: 10 tép, Hành tím lột vỏ: 10 củ, Ớt hiểm khô: 5 trái, Gừng lát: 3 lát, RAU NÊM: Hành lá sợi, ngò, ớt sừng sợi, ĂN KÈM: Cơm trắng, nước tương tương ớt, Gia vị: Dầu ăn, rượu trắng, muối, tiêu, đường, Bột ngọt AJI-NO-MOTO, Nước tương Phú Sĩ, Hạt nêm Aji-ngon Heo","Xào thơm hành, gừng, tỏi, ơt khô, quế, tai vị với dầu. Cho giò heo vào xào săn, thêm nước dừa, cơm dừa, lê, nước lọc xấp mặt thịt. Nêm vị vửa ăn. Nấu nhỏ lửa vớt bọt đến khi giò vừa mềm tới khoảng 45 phút nước kho sánh sệt.","dưa nước, giò heo, xào giò heo",403,10,8,16,31,https://monngonmoingay.com/wp-content/uploads/2022/03/gio-heo-non-880.jpg,"403, 10, 8, 16, 31"
33,Trứng ốp la ớt chuông,"Vừa bắt mắt lại dễ làm, từng khoanh ốp la vừa vặn cho những bữa sáng vội mà vẫn đủ đầy chất dinh dưỡng. Là những nguyên liệu quen thuộc nhưng món trứng của bạn nay đã có thêm lớp áo mới hấp dẫn, cuốn hút cả nhà và cả với những người không ăn được ớt chuông đó, hãy suy nghĩ lại nhé",Món mặn,4 người,35,"Ớt chuông 3 muỗngàu đỏ, vàng, xanh 1 trái mỗi loại, Trứng gà 8 quả, Chanh vàng 1 quả, Ngò rí, ớt xoăn, Muối, tiêu, dầu ăn, tương ớt, Gia vị nêm sẵn Aji-Quick Bột chiên giòn Tên cũ: Bột Chiên Giòn Hải Sản, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản","Dùng chảo có đáy bằng, rộng, cho ít dầu vào chảo, đun nóng, đặt các khoanh ớt lên, đổ một lớp bột mỏng, chờ bột se mặt, đập trứng gà lên, đậy vung lại. Trứng chín lòng trắng, lòng đỏ lòng đào là được, rắc chút muối tiêu va vo chanh mai lên trứng.","món trứng ngon, trứng chiên, trứng chiên ớt chuông, trứng ốp la, trứng ốp la ớt chuông",182,18,4,17,35,https://monngonmoingay.com/wp-content/uploads/2017/10/trung-op-la-ot-chuong-500.jpg,"182, 18, 4, 17, 35"
